Title,Price,Link,Status,Loc_Date
"Mac Mini Hub, stacja dokująca.",270 złdo negocjacji,/d/oferta/mac-mini-hub-stacja-dokujaca-CID99-IDSU40i.html?,Używane,"Łódź, Bałuty - Dzisiaj o 08:21"
Komputer Dell OptiPlex 780 Core E7500/4GB/250GB/WINDOWS 7 PRO - BDB,150 zł,/d/oferta/komputer-dell-optiplex-780-core-e7500-4gb-250gb-windows-7-pro-bdb-CID99-IDNm9a6.html?,Używane,Rzeszów - Dzisiaj o 08:21
Komputer  I5 10400F GTX 1660 Super 16GB SSD RGB GWARANCJA 2 - lata!,2 995 zł,/d/oferta/komputer-i5-10400f-gtx-1660-super-16gb-ssd-rgb-gwarancja-2-lata-CID99-IDTEvTb.html?,Nowe,Szamotuły - 17 marca 2023
"Komputer do gier: i7 8700, RTX 3080 MSI TRIO, 32Gb RAM, SSD, PSU 1200W",4 800 zł,/d/oferta/komputer-do-gier-i7-8700-rtx-3080-msi-trio-32gb-ram-ssd-psu-1200w-CID99-IDTUM26.html?,Używane,"Kraków, Grzegórzki - Odświeżono dnia 04 kwietnia 2023"
Komputer i5-10400F/KFA2 RTX 3060Ti/16GB DDR4/DYSK 2TB/Windows 11/Wi-Fi,3 570 złdo negocjacji,/d/oferta/komputer-i5-10400f-kfa2-rtx-3060ti-16gb-ddr4-dysk-2tb-windows-11-wi-fi-CID99-IDSgWxl.html?,Używane,Brodnica - 12 marca 2023
"Lenovo Edge92 i5 500GB wi-fi Win10PRO 8GB RAM, Samsung 19, zestaw",360 złdo negocjacji,/d/oferta/lenovo-edge92-i5-500gb-wi-fi-win10pro-8gb-ram-samsung-19-zestaw-CID99-IDTqKrL.html?,Używane,Świnice Warckie - Dzisiaj o 08:20
Komputer Ryzen Radeon 16GB HDD 1000GB LED24 +Win10,3 000 złdo negocjacji,/d/oferta/komputer-ryzen-radeon-16gb-hdd-1000gb-led24-win10-CID99-IDTY5Qr.html?,Nowe,Gorzyce - Dzisiaj o 08:20
"Komputer Dell optiplex 3010 2x2,9ghz 4G DDR3 SSD 240GB dvd Win10 Toruń",470 zł,/d/oferta/komputer-dell-optiplex-3010-2x2-9ghz-4g-ddr3-ssd-240gb-dvd-win10-torun-CID99-IDTY5HT.html?,Używane,Toruń - Dzisiaj o 08:18
UŻYWANY komputer Dell Optiplex 7060 SFF 16GB RAM 512GB NVMe i5-8400 FV,1 699 zł,/d/oferta/uzywany-komputer-dell-optiplex-7060-sff-16gb-ram-512gb-nvme-i5-8400-fv-CID99-IDTY5yq.html?,Używane,Koszalin - Dzisiaj o 08:15
"Komputer z monitorem Samsung Core i3, 4 GB RAM, Dysk 500GB, DVD",499 złdo negocjacji,/d/oferta/komputer-z-monitorem-samsung-core-i3-4-gb-ram-dysk-500gb-dvd-CID99-IDSKtU1.html?,Używane,Zielona Góra - Dzisiaj o 08:12
"Komputer do gier i3 10100F, RX 570 8GB, 16GB RAM, 480GB SSD, RGB",1 300 zł,/d/oferta/komputer-do-gier-i3-10100f-rx-570-8gb-16gb-ram-480gb-ssd-rgb-CID99-IDTJ3dp.html?,Używane,Toruń - Dzisiaj o 08:12
"PC gamingowy, GTX 1080TI, wodne chłodzenie",3 800 złdo negocjacji,/d/oferta/pc-gamingowy-gtx-1080ti-wodne-chlodzenie-CID99-IDTHqMX.html?,Używane,Rumia - Dzisiaj o 08:12
"Dell 790 sff. i5 3470, 12 GB RAM, gtx 750ti",650 zł,/d/oferta/dell-790-sff-i5-3470-12-gb-ram-gtx-750ti-CID99-IDTY5ic.html?,Używane,Karpin - Dzisiaj o 08:11
Płyta główna ASUS P8Z68-M Pro,330 zł,/d/oferta/plyta-glowna-asus-p8z68-m-pro-CID99-IDTtFan.html?,Używane,Rzeszów - Dzisiaj o 08:11
Komputer stacjonarny,250 złdo negocjacji,/d/oferta/komputer-stacjonarny-CID99-IDM0Rh3.html?,Używane,Przemyśl - Dzisiaj o 08:07
Komputer stacjonarny i5 16gb 240ssd+500hdd GTX1650 Win10 GW12 Fv23%,2 149 zł,/d/oferta/komputer-stacjonarny-i5-16gb-240ssd-500hdd-gtx1650-win10-gw12-fv23-CID99-IDPPScm.html?,Używane,Pruszków - 30 marca 2023
Komputer do gier cały zestaw,2 499 złdo negocjacji,/d/oferta/komputer-do-gier-caly-zestaw-CID99-IDTISpy.html?,Używane,"Poznań, Rataje - Dzisiaj o 09:20"
Komputer GAMINGOWY I5 10400F RTX 3060 32GB 960GB GWARANCJA 2 - lata!,3 699 zł,/d/oferta/komputer-gamingowy-i5-10400f-rtx-3060-32gb-960gb-gwarancja-2-lata-CID99-IDTEv6F.html?,Nowe,Szamotuły - 17 marca 2023
"Komputer i5 4x 3,4Ghz 16Gb ram GTX1050Ti 4gb SSD HDD",1 050 złdo negocjacji,/d/oferta/komputer-i5-4x-3-4ghz-16gb-ram-gtx1050ti-4gb-ssd-hdd-CID99-IDTY3mD.html?,Używane,Chorzów - Dzisiaj o 08:06
Komputer gamingowy/biurowy,2 550 złdo negocjacji,/d/oferta/komputer-gamingowy-biurowy-CID99-IDM2r5B.html?,Używane,Lublin - Dzisiaj o 08:06
Komputer używany Corsair Do Gier i7 16 GB 256 SSD 1TB HDD GTX FV,1 897 zł,/d/oferta/komputer-uzywany-corsair-do-gier-i7-16-gb-256-ssd-1tb-hdd-gtx-fv-CID99-IDTwYla.html?,Używane,Sosnowiec - Dzisiaj o 08:05
Zasilacz Cooler Master Real Power M520,100 zł,/d/oferta/zasilacz-cooler-master-real-power-m520-CID99-IDTH2wt.html?,Używane,Konieczki - Dzisiaj o 08:03
Xeon E5440 z płytą główną DDR3 i RAM,170 zł,/d/oferta/xeon-e5440-z-plyta-glowna-ddr3-i-ram-CID99-IDTY4FV.html?,Używane,Brzózki - Dzisiaj o 08:01
"Komputer DELL i5-6500, 12GB RAM, SSD+HDD",850 zł,/d/oferta/komputer-dell-i5-6500-12gb-ram-ssd-hdd-CID99-IDTY4Jd.html?,Używane,Sędziszów Małopolski - Dzisiaj o 07:59
Intel Core i9-12900K Desktop Processor,1 999 zł,/d/oferta/intel-core-i9-12900k-desktop-processor-CID99-IDTY4GV.html?,Nowe,"Kraków, Bieńczyce - Dzisiaj o 07:58"
Zestaw Komputerowy,1 200 zł,/d/oferta/zestaw-komputerowy-CID99-IDTtEgu.html?,Używane,Jastrzębie-Zdrój - Dzisiaj o 07:57
Komputer na gwarancji! - 16GB RAM - 512GB SSD - B450 Aorus Elite V2,2 850 złdo negocjacji,/d/oferta/komputer-na-gwarancji-16gb-ram-512gb-ssd-b450-aorus-elite-v2-CID99-IDTY3FV.html?,Używane,Brzeziny - Dzisiaj o 07:54
Desktop Lenovo thinkcentre M83 komputer stacjonarny,150 złdo negocjacji,/d/oferta/desktop-lenovo-thinkcentre-m83-komputer-stacjonarny-CID99-IDTY4tb.html?,Używane,"Kraków, Prądnik Czerwony - Dzisiaj o 07:54"
Komputer do pracy/gier,5 200 zł,/d/oferta/komputer-do-pracy-gier-CID99-IDTPyZm.html?,Używane,Ochotnica Górna - 27 marca 2023
"Apple 2023 Mac Mini, M2, 8 GB RAM, 256 GB SSD. Nowy, nieotwierany",3 023 zł,/d/oferta/apple-2023-mac-mini-m2-8-gb-ram-256-gb-ssd-nowy-nieotwierany-CID99-IDTXpFx.html?,Nowe,"Katowice, Śródmieście - 04 kwietnia 2023"
"Komputer PC Intel i5 4460 3.2GHz, 6 MB, BOX",1 000 zł,/d/oferta/komputer-pc-intel-i5-4460-3-2ghz-6-mb-box-CID99-IDTuRsC.html?,Używane,"Szczecin, Bukowe - 30 marca 2023"
Obudowa komputera,45 zł,/d/oferta/obudowa-komputera-CID99-IDSzRxZ.html?,Używane,Ostrowiec Świętokrzyski - Dzisiaj o 07:51
"Komputer Lenovo Ideacentre 510-15IKL i3-7100, 4GB",1 300 złdo negocjacji,/d/oferta/komputer-lenovo-ideacentre-510-15ikl-i3-7100-4gb-CID99-IDIqhGg.html?,Używane,Krosno - Dzisiaj o 07:50
Wydajny komputer Intel 3.5 GHz / GTX 1050 TI / 8 GB RAM / SSD 1 TB,"3 499,99 zł",/d/oferta/wydajny-komputer-intel-3-5-ghz-gtx-1050-ti-8-gb-ram-ssd-1-tb-CID99-IDTY48W.html?,Używane,Wola Książęca - Dzisiaj o 07:48
HK GAMING double shot pudding pbt keycaps klawisze,55 zł,/d/oferta/hk-gaming-double-shot-pudding-pbt-keycaps-klawisze-CID99-IDTY43y.html?,Nowe,Żory - Dzisiaj o 07:47
"Macbook Pro A1278 i5, 256 SSD + 1TB, 16 Gb RAM",899 złdo negocjacji,/d/oferta/macbook-pro-a1278-i5-256-ssd-1tb-16-gb-ram-CID99-IDTY42B.html?,Używane,Wieliczka - Dzisiaj o 07:47
Komputer MiniPC Modecom FreePC Portable Windows Stick 32GB Windows 10,195 złdo negocjacji,/d/oferta/komputer-minipc-modecom-freepc-portable-windows-stick-32gb-windows-10-CID99-IDKZETg.html?,Używane,"Warszawa, Wola - Dzisiaj o 07:45"
Kabel micro-B USB 3.0 do USB-C,8 zł,/d/oferta/kabel-micro-b-usb-3-0-do-usb-c-CID99-IDSWRco.html?,Używane,Włocławek - Dzisiaj o 07:43
Sprzedam Ramy do kompa,10 zł,/d/oferta/sprzedam-ramy-do-kompa-CID99-IDTY3Q3.html?,Używane,Sosnowiec - Dzisiaj o 07:43
"Komputer stacjonarny procesor i7, 16gb RAM, cały komplet",600 zł,/d/oferta/komputer-stacjonarny-procesor-i7-16gb-ram-caly-komplet-CID99-IDTY3Ki.html?,Używane,Stalowa Wola - Dzisiaj o 07:41
Komputer Intel Core i5,590 zł,/d/oferta/komputer-intel-core-i5-CID99-IDTtCQI.html?,Używane,Kraśnik - Dzisiaj o 07:41
"GTX 1080, LED komputer do Gier, I7-6700, SSD, HDD, Win 10,Office",2 750 zł,/d/oferta/gtx-1080-led-komputer-do-gier-i7-6700-ssd-hdd-win-10-office-CID99-IDTWccp.html?,Używane,"Warszawa, Ursynów - 02 kwietnia 2023"
Dell optiplex 780-wersja dopieszczona + office,230 złdo negocjacji,/d/oferta/dell-optiplex-780-wersja-dopieszczona-office-CID99-IDTOL23.html?,Używane,Tymbark - 26 marca 2023
Komputer do Gier CS:GO Fortnite WOT Grafika GTX  Elita GSM,1 769 zł,/d/oferta/komputer-do-gier-csgo-fortnite-wot-grafika-gtx-elita-gsm-CID99-IDSBpCk.html?,Używane,Starogard Gdański - 23 marca 2023
Komputer do gier i7-6700 RTX 2060 16GB RAM 512 M2 1 TB HDD Win 10,3 000 zł,/d/oferta/komputer-do-gier-i7-6700-rtx-2060-16gb-ram-512-m2-1-tb-hdd-win-10-CID99-IDTY0ng.html?,Używane,"Poznań, Wilda - Dzisiaj o 07:41"
all-in-one Lenovo C320,650 złdo negocjacji,/d/oferta/all-in-one-lenovo-c320-CID99-IDTY3I0.html?,Używane,"Gdynia, Cisowa - Dzisiaj o 07:40"
Komputer do gier i7-6700 RTX 2060 16GB RAM 480 NVMe 1 TB HDD Win 10,2 900 zł,/d/oferta/komputer-do-gier-i7-6700-rtx-2060-16gb-ram-480-nvme-1-tb-hdd-win-10-CID99-IDTY0eE.html?,Używane,"Poznań, Wilda - Dzisiaj o 07:39"
"Płyta główna Asus P5Q green z procesorem, RAM, zasilacz",120 złdo negocjacji,/d/oferta/plyta-glowna-asus-p5q-green-z-procesorem-ram-zasilacz-CID99-IDTyeHV.html?,Używane,Olsztyn - Dzisiaj o 07:39
Zestaw mini DELL 7010 Intel i5/HDD500GB/4GB/WiFi/Monitor/Kam/Win 10PRO,598 złdo negocjacji,/d/oferta/zestaw-mini-dell-7010-intel-i5-hdd500gb-4gb-wifi-monitor-kam-win-10pro-CID99-IDP0QCc.html?,Używane,"Łódź, Śródmieście - Dzisiaj o 07:38"
Karta graficzna ASUS ROG STRIX GeForce GTX 1080Ti 1080 Ti OC 11 GB,1 200 złdo negocjacji,/d/oferta/karta-graficzna-asus-rog-strix-geforce-gtx-1080ti-1080-ti-oc-11-gb-CID99-IDTY3zk.html?,Używane,"Gdańsk, Śródmieście - Dzisiaj o 07:38"
"Komputer HP Elite 7100 MT 1,5 TB i7",320 zł,/d/oferta/komputer-hp-elite-7100-mt-1-5-tb-i7-CID99-IDTvqYk.html?,Używane,"Warszawa, Śródmieście - Dzisiaj o 07:36"
"Komputer PC do gier, i7 4790 3,6Ghz, 16GB DDR-3, GTX 660, SSD 120GB",999 zł,/d/oferta/komputer-pc-do-gier-i7-4790-3-6ghz-16gb-ddr-3-gtx-660-ssd-120gb-CID99-IDTGOBh.html?,Używane,"Warszawa, Wawer - Dzisiaj o 07:35"
"PC Komputer SHIRU 6200 i3-8100 (3,6GHz)/8GB/120+1TB/GTX1050Ti",1 450 zł,/d/oferta/pc-komputer-shiru-6200-i3-8100-3-6ghz-8gb-120-1tb-gtx1050ti-CID99-IDSMd4V.html?,Używane,Płock - Dzisiaj o 07:32
Server Komputer HP Z400 Workstation  16GB RAM  GAming,550 zł,/d/oferta/server-komputer-hp-z400-workstation-16gb-ram-gaming-CID99-IDTY3bM.html?,Używane,"Wrocław, Krzyki - Dzisiaj o 07:32"
"Ryzen 9 5900X, RTX 2070 S, 32GB Ram, 2xSSD, X570 Crosshair VIII Hero",5 500 zł,/d/oferta/ryzen-9-5900x-rtx-2070-s-32gb-ram-2xssd-x570-crosshair-viii-hero-CID99-IDSgmDu.html?,Używane,Toruń - 16 marca 2023
NOWA!!Karta sieciowa zewnętrzna TP-Link Archer T3U Plus.Stan idealny!,75 złdo negocjacji,/d/oferta/nowa-karta-sieciowa-zewnetrzna-tp-link-archer-t3u-plus-stan-idealny-CID99-IDTsS74.html?,Nowe,"Szczecin, Bukowo - 02 kwietnia 2023"
"Komputer LED RGB GIER Intel I5 4x3,6GHz , GTX 1050 , 8GB RAM , 500GB",1 049 zł,/d/oferta/komputer-led-rgb-gier-intel-i5-4x3-6ghz-gtx-1050-8gb-ram-500gb-CID99-IDTGQMb.html?,Używane,Kunice - 20 marca 2023
"Komputer PC MSI MI2 INTEL I7/8GB/240GB, R9 Radeon",1 059 złdo negocjacji,/d/oferta/komputer-pc-msi-mi2-intel-i7-8gb-240gb-r9-radeon-CID99-IDTY3aQ.html?,Używane,Śrem - Dzisiaj o 07:32
Komputer MAC MINI M1 16GB RAM 512GB HDD,4 000 zł,/d/oferta/komputer-mac-mini-m1-16gb-ram-512gb-hdd-CID99-IDTY37d.html?,Używane,Ruda Śląska - Dzisiaj o 07:31
Pamieci DDR2 Kingston 4 sztuki KVR400x64c3a/1G,40 zł,/d/oferta/pamieci-ddr2-kingston-4-sztuki-kvr400x64c3a-1g-CID99-IDSonav.html?,Używane,Nosówka - Dzisiaj o 07:30
Pamięci DDR2 Kingston 8 sztuk KVR533D2N4/1G,80 zł,/d/oferta/pamieci-ddr2-kingston-8-sztuk-kvr533d2n4-1g-CID99-IDSon59.html?,Używane,Nosówka - Dzisiaj o 07:30
Komputer Lenovo zestaw z drukarka Epson,800 złdo negocjacji,/d/oferta/komputer-lenovo-zestaw-z-drukarka-epson-CID99-IDTY35p.html?,Używane,Rumia - Dzisiaj o 07:30
"Komputer Gamingowy! GTX 1070Ti | Ryzen 3 3100 | 16GB | 1,256TB SSD !",3 999 zł,/d/oferta/komputer-gamingowy-gtx-1070ti-ryzen-3-3100-16gb-1-256tb-ssd-CID99-IDTfLPm.html?,Używane,Strzegom - Dzisiaj o 07:26
Commodore Amiga 600,1 299 złdo negocjacji,/d/oferta/commodore-amiga-600-CID99-IDTtltp.html?,Używane,Chełm - Dzisiaj o 07:25
Komputer składak,170 złdo negocjacji,/d/oferta/komputer-skladak-CID99-IDTK4vZ.html?,Używane,Ełk - Dzisiaj o 07:25
Komputer stacjonarny + monitor Samsung 17' + głośniki,250 zł,/d/oferta/komputer-stacjonarny-monitor-samsung-17-glosniki-CID99-IDOic43.html?,Używane,Nowy Sącz - Dzisiaj o 07:24
"Mac mini Intel Core i5 2,3GHz 8GB RAM Dysk 500SSD",799 zł,/d/oferta/mac-mini-intel-core-i5-2-3ghz-8gb-ram-dysk-500ssd-CID99-IDSolKo.html?,Używane,"Kraków, Grzegórzki - Dzisiaj o 07:24"
"Komputer PC dla gracza AMD Ryzen 7 3700 X, 32 GB DDR4/SSD 1TB, RTX2060",3 500 złdo negocjacji,/d/oferta/komputer-pc-dla-gracza-amd-ryzen-7-3700-x-32-gb-ddr4-ssd-1tb-rtx2060-CID99-IDSDL46.html?,Używane,"Gdańsk, Śródmieście - 16 marca 2023"
"Dell precision T7910 2 x Xeon E5-2660 v3, 32 GB Ram , 240 SSD",3 300 złdo negocjacji,/d/oferta/dell-precision-t7910-2-x-xeon-e5-2660-v3-32-gb-ram-240-ssd-CID99-IDS1WnF.html?,Używane,Goleniów - Odświeżono dnia 04 kwietnia 2023
Super Komputer Gamingowy* 16GB * RTX 2060 *  m2 SSD 512 * ARGB,2 499 złdo negocjacji,/d/oferta/super-komputer-gamingowy-16gb-rtx-2060-m2-ssd-512-argb-CID99-IDQyACS.html?,Używane,Lębork - 26 marca 2023
Serwer IBM X3200,1 000 zł,/d/oferta/serwer-ibm-x3200-CID99-IDRjdNT.html?,Używane,"Poznań, Chartowo - Dzisiaj o 07:24"
Komputer stacjonarny,450 złdo negocjacji,/d/oferta/komputer-stacjonarny-CID99-IDRWgti.html?,Używane,Nowa Sól - Dzisiaj o 07:21
komputer pc cały biały NZXT,11 000 złdo negocjacji,/d/oferta/komputer-pc-caly-bialy-nzxt-CID99-IDTtmoX.html?,Używane,Cierpice - Dzisiaj o 07:21
Mini komputer stacjonarny Acer - prawie nowy,850 zł,/d/oferta/mini-komputer-stacjonarny-acer-prawie-nowy-CID99-IDREk9j.html?,Używane,Toruń - Dzisiaj o 07:16
"iMac 2015 Retina 27' 5k 16GB Proc. 3.2GHz, dysk 1TB, Radeon M380 2GB",2 299 złdo negocjacji,/d/oferta/imac-2015-retina-27-5k-16gb-proc-3-2ghz-dysk-1tb-radeon-m380-2gb-CID99-IDSGOPE.html?,Używane,"Warszawa, Praga-Południe - Dzisiaj o 07:16"
Komputer HP ProDesk 600 G3 Mini i3 6100T 8GB 256GB SSD Win11 GW,700 złdo negocjacji,/d/oferta/komputer-hp-prodesk-600-g3-mini-i3-6100t-8gb-256gb-ssd-win11-gw-CID99-IDOGAzq.html?,Używane,Limanowa - Dzisiaj o 07:10
HP EliteDesk 800 G2,650 złdo negocjacji,/d/oferta/hp-elitedesk-800-g2-CID99-IDRddxd.html?,Używane,Łowicz - Dzisiaj o 07:10
Płyta główna z procesorem,450 zł,/d/oferta/plyta-glowna-z-procesorem-CID99-IDRdf7X.html?,Używane,Łowicz - Dzisiaj o 07:10
Komputer Gamingowy Ryzen Threadripper,3 300 złdo negocjacji,/d/oferta/komputer-gamingowy-ryzen-threadripper-CID99-IDTY27P.html?,Używane,Kolonowskie - Dzisiaj o 07:10
Ryzen 5 3600 RTX 2070 + ASUS TUF Gaming VG27AQL1A za 4500 ZŁ,4 500 zł,/d/oferta/ryzen-5-3600-rtx-2070-asus-tuf-gaming-vg27aql1a-za-4500-zl-CID99-IDTE9Ls.html?,Używane,Piła - Odświeżono Dzisiaj o 07:08
"Komputer dla gracza # Intel 10100F, RTX 2060 Super, 16GB RAM, SSD M.2",3 700 zł,/d/oferta/komputer-dla-gracza-intel-10100f-rtx-2060-super-16gb-ram-ssd-m-2-CID99-IDTeytc.html?,Nowe,Słupsk - Odświeżono dnia 02 kwietnia 2023
Mac Pro 6.1 - 3.5gGHz 6 Core - 32GB RAM - Dual D500 - 1TB SSD,4 900 złdo negocjacji,/d/oferta/mac-pro-6-1-3-5gghz-6-core-32gb-ram-dual-d500-1tb-ssd-CID99-IDTBW0f.html?,Używane,"Białystok, Centrum - 14 marca 2023"
Komputer gameingowy,6 499 złdo negocjacji,/d/oferta/komputer-gameingowy-CID99-IDTH3FO.html?,Używane,Piaseczno - 20 marca 2023
Komputer Packard Bell one Two s3220,199 złdo negocjacji,/d/oferta/komputer-packard-bell-one-two-s3220-CID99-IDQaW9L.html?,Używane,Ostrowiec Świętokrzyski - Dzisiaj o 07:07
Komputer gamingowy 1tb hdd (nie koparka),1 550 złdo negocjacji,/d/oferta/komputer-gamingowy-1tb-hdd-nie-koparka-CID99-IDTGmeB.html?,Używane,"Wrocław, Stare Miasto - Dzisiaj o 07:06"
Komputer stacjonarny retro vintage,200 zł,/d/oferta/komputer-stacjonarny-retro-vintage-CID99-IDPVWFO.html?,Używane,"Kraków, Bronowice - Dzisiaj o 07:04"
Komputer (i3 6100/Gtx 960),800 zł,/d/oferta/komputer-i3-6100-gtx-960-CID99-IDTXJZw.html?,Używane,Cześniki-Kolonia - Dzisiaj o 06:59
"IMac 21,5 Retina 4K late 2017",3 000 złdo negocjacji,/d/oferta/imac-21-5-retina-4k-late-2017-CID99-IDTY1BT.html?,Nowe,"Wrocław, Stare Miasto - Dzisiaj o 06:59"
komputery stacjonarne ..monitory ..osprzęt komputerowy,80 złdo negocjacji,/d/oferta/komputery-stacjonarne-monitory-osprzet-komputerowy-CID99-IDTswu7.html?,Używane,Pszczyna - Dzisiaj o 06:58
iMac 20 2008 klawiatura i mysz,220 złdo negocjacji,/d/oferta/imac-20-2008-klawiatura-i-mysz-CID99-IDSop6a.html?,Używane,Ostrowiec Świętokrzyski - Dzisiaj o 06:58
PC minikomputer HP Elitedesk 800 G4 256/16 GB i5-8500T WIN10/11 PRO,1 250 złdo negocjacji,/d/oferta/pc-minikomputer-hp-elitedesk-800-g4-256-16-gb-i5-8500t-win10-11-pro-CID99-IDTtBbl.html?,Używane,Aleksandrów Łódzki - Dzisiaj o 06:58
"Mac Pro Intel Xeon 3,7GHZ 12GB DDR3 256SSD AMD 2GB",2 700 zł,/d/oferta/mac-pro-intel-xeon-3-7ghz-12gb-ddr3-256ssd-amd-2gb-CID99-IDNskm8.html?,Używane,Uchylsko - Dzisiaj o 06:57
"Drukarki dla naklejki, skanery, ups",150 zł,/d/oferta/drukarki-dla-naklejki-skanery-ups-CID99-IDTINRo.html?,Używane,"Warszawa, Ochota - Dzisiaj o 06:55"
Monitor LG +Hp Compaq Elite 8300 I5-3570 4x3.40 GHz 8Gb 500Gb HDD,290 zł,/d/oferta/monitor-lg-hp-compaq-elite-8300-i5-3570-4x3-40-ghz-8gb-500gb-hdd-CID99-IDSvKzQ.html?,Używane,Cieszyn - 21 marca 2023
"Komputer stacjonarny (4rdzenie/4GB-DDR2/120GB-SSD/Samsung 19"")",520 złdo negocjacji,/d/oferta/komputer-stacjonarny-4rdzenie-4gb-ddr2-120gb-ssd-samsung-19-CID99-IDQdg36.html?,Używane,Gniezno - 25 marca 2023
"Apple Mac mini 2018 i5 16 GB RAM, 512 GB SSD",3 300 złdo negocjacji,/d/oferta/apple-mac-mini-2018-i5-16-gb-ram-512-gb-ssd-CID99-IDQ7TKK.html?,Używane,"Gdańsk, Orunia - Św. Wojciech - Lipce - 03 kwietnia 2023"
"Apple mac mini 2018 8GB RAM, 128GB SSD i3 3,6GHz",1 900 złdo negocjacji,/d/oferta/apple-mac-mini-2018-8gb-ram-128gb-ssd-i3-3-6ghz-CID99-IDTtB4f.html?,Używane,Smolnica - Dzisiaj o 06:55
"Komputer Stacjonarny-Intel i5 4x3,60Ghz/8GB RAM DDR4/480GB SSD",749 zł,/d/oferta/komputer-stacjonarny-intel-i5-4x3-60ghz-8gb-ram-ddr4-480gb-ssd-CID99-IDMLrMU.html?,Używane,Furmany - Dzisiaj o 06:54
Komputer Intel Core i7 16GB RAM 512GB SSD Radeon RX550 4GB Vero L3,1 500 zł,/d/oferta/komputer-intel-core-i7-16gb-ram-512gb-ssd-radeon-rx550-4gb-vero-l3-CID99-IDQLZJ9.html?,Używane,"Wrocław, Psie Pole - Dzisiaj o 06:53"
Komputer do gier,4 000 złdo negocjacji,/d/oferta/komputer-do-gier-CID99-IDTY1j5.html?,Używane,Toruń - Dzisiaj o 06:52
"Dell Wyse 5070 procesor Pentium, SSD 512GB, 8GB RAM",600 zł,/d/oferta/dell-wyse-5070-procesor-pentium-ssd-512gb-8gb-ram-CID99-IDTv95K.html?,Używane,"Gdańsk, Piecki-Migowo - Dzisiaj o 06:52"
Koparka Kryptowalut 4xRTX 3060 bez LHR,11 000 złdo negocjacji,/d/oferta/koparka-kryptowalut-4xrtx-3060-bez-lhr-CID99-IDTcn9O.html?,Używane,Stare Miasto - Odświeżono Dzisiaj o 06:51
PC i7 2600k/16GB/GTX 970 4GB/512GB SSD + 1TB HDD/WIN 10 PROFESSIONAL,1 500 zł,/d/oferta/pc-i7-2600k-16gb-gtx-970-4gb-512gb-ssd-1tb-hdd-win-10-professional-CID99-IDTY11e.html?,Używane,Skawina - Dzisiaj o 06:45
"Komputer AMD PHENOM II X4 960T, RADEON  HD 6850, SSD+HDD",390 złdo negocjacji,/d/oferta/komputer-amd-phenom-ii-x4-960t-radeon-hd-6850-ssd-hdd-CID99-IDTY0Xs.html?,Używane,"Gdańsk, Chełm z dzielnicą Gdańsk Południe - Dzisiaj o 06:44"
Komputer I7 3770,750 zł,/d/oferta/komputer-i7-3770-CID99-IDTY0SS.html?,Używane,Bydgoszcz - Dzisiaj o 06:42
"PC Intel i7-950 4x 3.07GHz, Ram 12GB, GeForce GTX, SSD 120GB, HD 1TB",500 zł,/d/oferta/pc-intel-i7-950-4x-3-07ghz-ram-12gb-geforce-gtx-ssd-120gb-hd-1tb-CID99-IDSlN55.html?,Używane,Nowa Sól - Dzisiaj o 06:42
TANIE_GRANIE | Intel i7 3.90Ghz | 16GB | RX 570 4GB | SSD + 1TB | W10,1 490 złdo negocjacji,/d/oferta/tanie-granie-intel-i7-3-90ghz-16gb-rx-570-4gb-ssd-1tb-w10-CID99-IDSDr7c.html?,Używane,Lublin - 12 marca 2023
Komputer MSI dla GRACZA i5-11400 GTX1660 SUPER,2 100 zł,/d/oferta/komputer-msi-dla-gracza-i5-11400-gtx1660-super-CID99-IDTWkpw.html?,Używane,Opole - 02 kwietnia 2023
"Komputer LED RGB GIER Intel I5 4x3,6GHz , GTX 1050 , 8GB RAM , 500GB",1 049 zł,/d/oferta/komputer-led-rgb-gier-intel-i5-4x3-6ghz-gtx-1050-8gb-ram-500gb-CID99-IDTGQMb.html?,Używane,Kunice - 20 marca 2023
"Szybki Komputer i5 3470 4x3.2GHz, Ram 16GB,  GTX, Monitor, zestaw",599 zł,/d/oferta/szybki-komputer-i5-3470-4x3-2ghz-ram-16gb-gtx-monitor-zestaw-CID99-IDTY0Pn.html?,Używane,Dziadowa Kłoda - Dzisiaj o 06:41
Komputer serii HP Pro 3500,200 zł,/d/oferta/komputer-serii-hp-pro-3500-CID99-IDJIxGS.html?,Używane,Sokółka - Dzisiaj o 06:40
Zestaw  komputerowy  Dell,399 zł,/d/oferta/zestaw-komputerowy-dell-CID99-IDTrMmJ.html?,Używane,Mucharz - Dzisiaj o 06:39
Commodore C64 komputer,600 zł,/d/oferta/commodore-c64-komputer-CID99-IDSZoYu.html?,Nowe,Sędzimirów - Dzisiaj o 06:33
Komputer AMD Ryzen 5 3600/B450/GTX970/16GB DDR4/SSD 256GB/650W,1 850 złdo negocjacji,/d/oferta/komputer-amd-ryzen-5-3600-b450-gtx970-16gb-ddr4-ssd-256gb-650w-CID99-IDTY0rB.html?,Używane,"Gdańsk, Chełm z dzielnicą Gdańsk Południe - Dzisiaj o 06:31"
Komputer stacjonarny PC do gier,900 złdo negocjacji,/d/oferta/komputer-stacjonarny-pc-do-gier-CID99-IDTXWXG.html?,Używane,Kozy - Dzisiaj o 06:30
Komputer stacjonarny,500 złdo negocjacji,/d/oferta/komputer-stacjonarny-CID99-IDSLTmN.html?,Używane,Kobyla - Dzisiaj o 06:29
