Title,Price,Link,Status,Loc_Date
Komputer do grania GTX 1070/i7-6700k + monitor ASUS 24 fullhd 144hz,3 200 złdo negocjacji,/d/oferta/komputer-do-grania-gtx-1070-i7-6700k-monitor-asus-24-fullhd-144hz-CID99-IDTSgvQ.html,Używane,Jaworzno - 30 marca 2023
Komputer stacjonarny i5-7400 GTX 1050,1 500 zł,/d/oferta/komputer-stacjonarny-i5-7400-gtx-1050-CID99-IDSU1LO.html,Używane,"Poznań, Winiary - 30 marca 2023"
Sprzedam i7 8x3.9 16GB SSD GTX 1650  Gwarancja,1 599 zł,/d/oferta/sprzedam-i7-8x3-9-16gb-ssd-gtx-1650-gwarancja-CID99-IDTv4k9.html,Używane,Kalisz - Dzisiaj o 11:23
komputer PC Bell XPS dysk-2tb ram-8gb i7 ATI Radeon,750 złdo negocjacji,/d/oferta/komputer-pc-bell-xps-dysk-2tb-ram-8gb-i7-ati-radeon-CID99-IDPGlJl.html,Używane,Bolesławiec - Dzisiaj o 11:22
komputer stacjonarny,3 999 złdo negocjacji,/d/oferta/komputer-stacjonarny-CID99-IDTYgBl.html,Używane,"Poznań, Łazarz - Dzisiaj o 11:21"
i5 7400 3.0 GHz + płyta główna B250M + DDR4 2x8 Gb,800 zł,/d/oferta/i5-7400-3-0-ghz-plyta-glowna-b250m-ddr4-2x8-gb-CID99-IDNuXDt.html,Używane,"Będzin, Małobądz - Dzisiaj o 11:18"
Komputer z procesorem i5 1000GB dysk grafika ultra cicha HDMI,300 zł,/d/oferta/komputer-z-procesorem-i5-1000gb-dysk-grafika-ultra-cicha-hdmi-CID99-IDT2MoT.html,Używane,"Warszawa, Śródmieście - Dzisiaj o 11:17"
"Obudowa komputera z płytą główną i podzespołami, niesprawne",100 zł,/d/oferta/obudowa-komputera-z-plyta-glowna-i-podzespolami-niesprawne-CID99-IDTwUk2.html,Uszkodzone,"Wrocław, Psie Pole - Dzisiaj o 11:16"
Cześć komputerowe,80 złdo negocjacji,/d/oferta/czesc-komputerowe-CID99-IDSZtzE.html,Używane,Olszownica - Dzisiaj o 11:16
Komputer na części,40 zł,/d/oferta/komputer-na-czesci-CID99-IDTYgBC.html,Używane,"Poznań, Chartowo - Dzisiaj o 11:15"
High endowy komputer i9940x 96GB RAM OKAZJA + Gratisy,5 499 zł,/d/oferta/high-endowy-komputer-i9940x-96gb-ram-okazja-gratisy-CID99-IDSY6E5.html,Używane,Lublin - Dzisiaj o 11:13
Komputer lenovo jak nowy,550 złdo negocjacji,/d/oferta/komputer-lenovo-jak-nowy-CID99-IDSZEgC.html,Używane,Rypin - Dzisiaj o 11:13
Mac Mini M2 2023 8/256 Gb,3 050 zł,/d/oferta/mac-mini-m2-2023-8-256-gb-CID99-IDTtWYA.html,Używane,"Kraków, Mistrzejowice - Dzisiaj o 11:50"
Komputer Gamingowy rtx 2060 i5 11400 do gier gwarancja !,3 000 zł,/d/oferta/komputer-gamingowy-rtx-2060-i5-11400-do-gier-gwarancja-CID99-IDT4zg2.html,Używane,"Kraków, Swoszowice - 11 marca 2023"
DOWÓZ Zestaw komputerowy LCD22/i5/16gb/GTX1060 6gb/SSD/HDD,1 550 złdo negocjacji,/d/oferta/dowoz-zestaw-komputerowy-lcd22-i5-16gb-gtx1060-6gb-ssd-hdd-CID99-IDSqQ3l.html,Używane,"Lędziny, Blich - 26 marca 2023"
Malutki pcet do gier i5-11400f rtx 2080 ssd nvme,3 600 złdo negocjacji,/d/oferta/malutki-pcet-do-gier-i5-11400f-rtx-2080-ssd-nvme-CID99-IDTMPuY.html,Używane,"Warszawa, Wola - Odświeżono Dzisiaj o 11:12"
AMD Duron D800AUT1B 800MHz socket 462,5 zł,/d/oferta/amd-duron-d800aut1b-800mhz-socket-462-CID99-IDQVxBh.html,Używane,"Wrocław, Krzyki - Dzisiaj o 11:11"
Komputer z monitorem,200 zł,/d/oferta/komputer-z-monitorem-CID99-IDTH2de.html,Używane,Wołomin - Dzisiaj o 11:11
Nvidia Geforce2 mx200 32mb,10 złdo negocjacji,/d/oferta/nvidia-geforce2-mx200-32mb-CID99-IDQVsGA.html,Używane,"Wrocław, Krzyki - Dzisiaj o 11:10"
"RTX 3070, i5 12400F, 32gb DDR4, 1TB M2 komputer dla gracza/pracy",5 400 zł,/d/oferta/rtx-3070-i5-12400f-32gb-ddr4-1tb-m2-komputer-dla-gracza-pracy-CID99-IDSFZB0.html,Nowe,Rzeszów - Dzisiaj o 11:08
"RTX 3070ti, i5 12400F, 32gb, 1TB M2 komputer dla gracza lub renderu",5 750 zł,/d/oferta/rtx-3070ti-i5-12400f-32gb-1tb-m2-komputer-dla-gracza-lub-renderu-CID99-IDSViuT.html,Używane,Rzeszów - Dzisiaj o 11:08
"Komputer do gier/gamingowy 8/16 x 3.6GHz, GTX 10606GB, 16GB ram, SSD!",1 900 złdo negocjacji,/d/oferta/komputer-do-gier-gamingowy-8-16-x-3-6ghz-gtx-10606gb-16gb-ram-ssd-CID99-IDRYJFW.html,Używane,Płock - Dzisiaj o 11:08
Sprzedam komputer stacjonarny,90 zł,/d/oferta/sprzedam-komputer-stacjonarny-CID99-IDRIK2b.html,Używane,Wola Niedźwiedzia - Dzisiaj o 11:07
Komputer gamingowy intel i7 Rtx 2070,2 800 złdo negocjacji,/d/oferta/komputer-gamingowy-intel-i7-rtx-2070-CID99-IDTYg4x.html,Używane,Zagórów - Dzisiaj o 11:06
Komputer używany 8 GB,500 zł,/d/oferta/komputer-uzywany-8-gb-CID99-IDTYchI.html,Używane,"Gdynia, Chylonia - Dzisiaj o 11:05"
"MOCNY ! TANI !!! Komputer PC - GTX 1060 GAMING X i7-4770 SSD+HDD, 16GB",1 599 zł,/d/oferta/mocny-tani-komputer-pc-gtx-1060-gaming-x-i7-4770-ssd-hdd-16gb-CID99-IDTSGyK.html,Używane,"Katowice, Koszutka - 30 marca 2023"
"Komputer Lenovo ALL IN ONE 22Cale FHD/i5 4x3,60Ghz/8GB RAM/256GB SSD",999 zł,/d/oferta/komputer-lenovo-all-in-one-22cale-fhd-i5-4x3-60ghz-8gb-ram-256gb-ssd-CID99-IDPRB39.html,Używane,Furmany - 03 kwietnia 2023
"iMac 2019, 21,5 256GB SSD 4K, i3 3,6GHz, 8GB ram, Radeon Pro 555X 2GB",3 800 zł,/d/oferta/imac-2019-21-5-256gb-ssd-4k-i3-3-6ghz-8gb-ram-radeon-pro-555x-2gb-CID99-IDRE5Rh.html,Używane,Ząbki - Odświeżono dnia 03 kwietnia 2023
Części Komputer PC 4gb ram Core2duo Asus,250 zł,/d/oferta/czesci-komputer-pc-4gb-ram-core2duo-asus-CID99-IDDHuDo.html,Używane,Chmielewo - Dzisiaj o 11:05
HP 22-c0042nt All-in-One Komputer,1 400 złdo negocjacji,/d/oferta/hp-22-c0042nt-all-in-one-komputer-CID99-IDTboGA.html,Używane,Żnin - Dzisiaj o 11:04
Komputer do Gier okazją tylko dzisiaj,400 zł,/d/oferta/komputer-do-gier-okazja-tylko-dzisiaj-CID99-IDTYfSM.html,Używane,"Gliwice, Szobiszowice - Dzisiaj o 11:03"
Dell Optiplex 390 SFF  intel i3 2100 ; 4GB ; 500 GB ; win 7 ; win 10 ;,179 złdo negocjacji,/d/oferta/dell-optiplex-390-sff-intel-i3-2100-4gb-500-gb-win-7-win-10-CID99-IDTIt84.html,Używane,Marki - Dzisiaj o 11:03
"Mocny PC. Ryzen 9 3900X, MSI Suprime X 3080",5 700 zł,/d/oferta/mocny-pc-ryzen-9-3900x-msi-suprime-x-3080-CID99-IDTTbhw.html,Używane,"Poznań, Junikowo - Odświeżono Dzisiaj o 11:00"
Komputer | i3-9100f / RX550 2gb / 8GB DDR4 / 1TB HDD,1 000 złdo negocjacji,/d/oferta/komputer-i3-9100f-rx550-2gb-8gb-ddr4-1tb-hdd-CID99-IDT6tMB.html,Używane,Wołyńce-Kolonia - Dzisiaj o 11:00
"Komputer Q6600 2.40GHZ, 4rdzenie, 8GB RAM, ASUS P5QL/EPU, napęd DVD",90 zł,/d/oferta/komputer-q6600-2-40ghz-4rdzenie-8gb-ram-asus-p5ql-epu-naped-dvd-CID99-IDSB4Cr.html,Używane,"Warszawa, Bielany - Dzisiaj o 11:00"
Komputer Lenovo All in one C20-00,250 zł,/d/oferta/komputer-lenovo-all-in-one-c20-00-CID99-IDS66f9.html,Używane,Brzesko - Dzisiaj o 10:57
Komputer stacjonarny ASER NITRO 50/Dobra Rzecz W Dobrej Cenie,2 200 zł,/d/oferta/komputer-stacjonarny-aser-nitro-50-dobra-rzecz-w-dobrej-cenie-CID99-IDTWjM9.html,Używane,Chojnice - Odświeżono Dzisiaj o 10:57
Zestaw PC Athlon II X4 GeForce GTS450 16GB DDR3 3TB HDD,700 zł,/d/oferta/zestaw-pc-athlon-ii-x4-geforce-gts450-16gb-ddr3-3tb-hdd-CID99-IDTtRj4.html,Używane,"Gdańsk, Brzeźno - Dzisiaj o 10:57"
Do Gier - Intel 10 gen. - Graf. 6GB - jak nowy - gwarancja,1 670 zł,/d/oferta/do-gier-intel-10-gen-graf-6gb-jak-nowy-gwarancja-CID99-IDTKNJQ.html,Używane,"Gdańsk, Zaspa Młyniec - 23 marca 2023"
Komputer gamingowy monitor klawiatura słuchawki myszka.,3 399 złdo negocjacji,/d/oferta/komputer-gamingowy-monitor-klawiatura-sluchawki-myszka-CID99-IDTIHUn.html,Używane,Stalowa Wola - Odświeżono dnia 31 marca 2023
"Sprzedam komputer 32 GB ramu, procesor Intel i7",4 000 złdo negocjacji,/d/oferta/sprzedam-komputer-32-gb-ramu-procesor-intel-i7-CID99-IDTzeFz.html,Używane,"Gdańsk, Żabianka - Wejhera - Jelitkowo - Tysiąclecia - 12 marca 2023"
Komputer pc stacjonarny,350 zł,/d/oferta/komputer-pc-stacjonarny-CID99-IDSxWMo.html,Używane,Biedrusko - Dzisiaj o 10:57
"Komputer All-In-One Apple iMac 21,5 Retina 4K 2017",3 000 zł,/d/oferta/komputer-all-in-one-apple-imac-21-5-retina-4k-2017-CID99-IDLrl84.html,Używane,"Łódź, Bałuty - Dzisiaj o 10:57"
HP T620 thin client terminal alternatywa do Rapsberry Pi,99 złdo negocjacji,/d/oferta/hp-t620-thin-client-terminal-alternatywa-do-rapsberry-pi-CID99-IDTYfl7.html,Używane,Zabrze - Dzisiaj o 10:54
Sprzedam komputer z monitorem cena za całość,150 zł,/d/oferta/sprzedam-komputer-z-monitorem-cena-za-calosc-CID99-IDSb5Bb.html,Używane,Bełchatów - Dzisiaj o 10:53
Komputer stacjonarny GAMINGOWY / do gier / dla gracza,1 500 zł,/d/oferta/komputer-stacjonarny-gamingowy-do-gier-dla-gracza-CID99-IDTN7n5.html,Używane,"Katowice, Śródmieście - Dzisiaj o 10:52"
Komputer gamingowy FORTNITE MINECRAFT,1 200 złdo negocjacji,/d/oferta/komputer-gamingowy-fortnite-minecraft-CID99-IDTYfdn.html,Używane,Lubin - Dzisiaj o 10:52
LENOVO Ideacentre 300-20ISH,150 złdo negocjacji,/d/oferta/lenovo-ideacentre-300-20ish-CID99-IDTtQLE.html,Używane,"Kraków, Mistrzejowice - Dzisiaj o 10:51"
Fx 6300 Rx 570 8gb ram,1 050 złdo negocjacji,/d/oferta/fx-6300-rx-570-8gb-ram-CID99-IDTYeSx.html,Używane,Toruń - Dzisiaj o 10:47
Stacja robocza HP Z4 G4 Xeon W-2133 32GB nVidia Quadro P4000,4 000 złdo negocjacji,/d/oferta/stacja-robocza-hp-z4-g4-xeon-w-2133-32gb-nvidia-quadro-p4000-CID99-IDTYdbQ.html,Używane,Przeźmierowo - Dzisiaj o 10:46
"Mega okazja i7 rtx 2060, 16GB ramu itx",1 749 złdo negocjacji,/d/oferta/mega-okazja-i7-rtx-2060-16gb-ramu-itx-CID99-IDRMLOb.html,Używane,Niemcz - Dzisiaj o 10:46
"iMac 27"" rozbudowany i7 3.7GHz 20GB RAM 256GB SSD + 1TB HDD NVIDIA 3GB",3 300 złdo negocjacji,/d/oferta/imac-27-rozbudowany-i7-3-7ghz-20gb-ram-256gb-ssd-1tb-hdd-nvidia-3gb-CID99-IDTdb5H.html,Używane,"Kraków, Czyżyny - Odświeżono dnia 04 kwietnia 2023"
Pełen Zestaw GAMINGOWY i5 do Gier + Monitor ASUS,1 080 zł,/d/oferta/pelen-zestaw-gamingowy-i5-do-gier-monitor-asus-CID99-IDTlsXp.html,Używane,"Gdynia, Witomino-Leśniczówka - 27 marca 2023"
Komputer Gamingowy,1 100 złdo negocjacji,/d/oferta/komputer-gamingowy-CID99-IDSFNkk.html,Używane,"Poznań, Grunwald - Odświeżono dnia 04 kwietnia 2023"
Ryzen 3700x Asus x370 Strix fgaming Hyperx Predator RGB,1 300 zł,/d/oferta/ryzen-3700x-asus-x370-strix-fgaming-hyperx-predator-rgb-CID99-IDTIsOO.html,Używane,Słotwina - Dzisiaj o 10:44
Komputer Gamingowy Pc AMD 5 4650G RX VEGA7/16GB/240 + 1TB NOWY,1 299 złdo negocjacji,/d/oferta/komputer-gamingowy-pc-amd-5-4650g-rx-vega7-16gb-240-1tb-nowy-CID99-IDTSPAk.html,Nowe,Gostyń - Odświeżono Dzisiaj o 10:44
Komputer diagnostyczny,150 zł,/d/oferta/komputer-diagnostyczny-CID99-IDTYeGq.html,Używane,Czerwionka-Leszczyny - Dzisiaj o 10:44
Komputer 1ghz sempron myszka klawiatura gratis,50 zł,/d/oferta/komputer-1ghz-sempron-myszka-klawiatura-gratis-CID99-IDTYeEh.html,Używane,"Poznań, Chartowo - Dzisiaj o 10:43"
Intel Core i 5 Dell OptiPlex 7010 4gb ram Komputer intel HD,255 zł,/d/oferta/intel-core-i-5-dell-optiplex-7010-4gb-ram-komputer-intel-hd-CID99-IDNRVwy.html,Używane,"Gdańsk, Siedlce - Dzisiaj o 10:43"
"Apple iMac Late 2015 21,5 cala",1 700 złdo negocjacji,/d/oferta/apple-imac-late-2015-21-5-cala-CID99-IDNLEnx.html,Używane,"Warszawa, Praga-Północ - Dzisiaj o 10:42"
Apple Mac Mini M1 / 16gb Ram / 512 GB / 8C CPU i GPU / 1GBe,4 150 zł,/d/oferta/apple-mac-mini-m1-16gb-ram-512-gb-8c-cpu-i-gpu-1gbe-CID99-IDTBHru.html,Używane,Bojano - Odświeżono Dzisiaj o 10:40
Komputer HP t520 Thin Client 16GB SSD/4Gb AMD GX-212JC,420 zł,/d/oferta/komputer-hp-t520-thin-client-16gb-ssd-4gb-amd-gx-212jc-CID99-IDNBVRk.html,Nowe,Krosno - Dzisiaj o 10:39
Terminal Wyse DX0D,60 złdo negocjacji,/d/oferta/terminal-wyse-dx0d-CID99-IDTYeir.html,Używane,"Warszawa, Śródmieście - Dzisiaj o 10:38"
Komputer ACER ConceptD 300 i7  32 GB RAM,4 299 złdo negocjacji,/d/oferta/komputer-acer-conceptd-300-i7-32-gb-ram-CID99-IDTYef4.html,Używane,Stąporków - Dzisiaj o 10:37
"Komputer PC dla gracza AMD Ryzen 7 3700 X, 32 GB DDR4/SSD 1TB, RTX2060",3 500 złdo negocjacji,/d/oferta/komputer-pc-dla-gracza-amd-ryzen-7-3700-x-32-gb-ddr4-ssd-1tb-rtx2060-CID99-IDSDL46.html,Używane,"Gdańsk, Śródmieście - 16 marca 2023"
Do gier / i5 / 512GB SSD / Grafika 4GB / jak nowy z gwarancją,1 190 zł,/d/oferta/do-gier-i5-512gb-ssd-grafika-4gb-jak-nowy-z-gwarancja-CID99-IDTVn4x.html,Używane,"Gdańsk, Zaspa Młyniec - 03 kwietnia 2023"
"komputer GTX 1650, i5-8400, monitor 23""",1 700 złdo negocjacji,/d/oferta/komputer-gtx-1650-i5-8400-monitor-23-CID99-IDT5zfQ.html,Używane,"Białystok, Nowe Miasto - Odświeżono dnia 04 kwietnia 2023"
płyta głowna imac 27 2012 gtx680mx,75 zł,/d/oferta/plyta-glowna-imac-27-2012-gtx680mx-CID99-IDRIHnU.html,Uszkodzone,"Łódź, Polesie - Dzisiaj o 10:37"
Komputer stacjonarny intel i3/4gb/250gb gtx440+ monitor i kable,299 zł,/d/oferta/komputer-stacjonarny-intel-i3-4gb-250gb-gtx440-monitor-i-kable-CID99-IDTYe9J.html,Używane,Kłodzko - Dzisiaj o 10:36
"Komputer LG +monitor BENQ 22"" + klawiatura",660 zł,/d/oferta/komputer-lg-monitor-benq-22-klawiatura-CID99-IDmxx00.html,Używane,"Józefów, Dębinka - Dzisiaj o 10:36"
Mocny komputer PC i5,1 399 zł,/d/oferta/mocny-komputer-pc-i5-CID99-IDPDddm.html,Używane,"Katowice, Szopienice-Burowiec - Dzisiaj o 10:35"
Lenovo Ideacentre 510-15 i5-8400/8GB/500Gb/Win10,869 zł,/d/oferta/lenovo-ideacentre-510-15-i5-8400-8gb-500gb-win10-CID99-IDMwSwZ.html,Używane,Olsztyn - Dzisiaj o 10:35
"Komputer PC i7 8700K, Asus GTX 1080Ti Strix, 16gb",6 000 zł,/d/oferta/komputer-pc-i7-8700k-asus-gtx-1080ti-strix-16gb-CID99-IDMs19P.html,Używane,"Gdynia, Leszczynki - Dzisiaj o 10:34"
"Zestaw komputerowy do internetu, gier Core 2 Quad",400 złdo negocjacji,/d/oferta/zestaw-komputerowy-do-internetu-gier-core-2-quad-CID99-IDTtPeC.html,Używane,Pabianice - Dzisiaj o 10:33
Komputer PC RTX 3070 - I7 10700KF - 1TB m.2 - 16GB ram - p,4 900 zł,/d/oferta/komputer-pc-rtx-3070-i7-10700kf-1tb-m-2-16gb-ram-p-CID99-IDSZAFe.html,Używane,"Wrocław, Fabryczna - Dzisiaj o 10:33"
Mocny Pc do gier ( 4080 ),10 500 zł,/d/oferta/mocny-pc-do-gier-4080-CID99-IDTYdUi.html,Używane,Płock - Dzisiaj o 10:32
"Komputer AMD Athlon 64 X2 Dual Core Processor 3800+, 6 Gb RAM DDR2",250 zł,/d/oferta/komputer-amd-athlon-64-x2-dual-core-processor-3800-6-gb-ram-ddr2-CID99-IDllZ7S.html,Używane,"Białystok, Zielone Wzgórza - Dzisiaj o 10:31"
Komputer RTX 2070 Super/i5 8600k/Win 11 Pro,3 150 złdo negocjacji,/d/oferta/komputer-rtx-2070-super-i5-8600k-win-11-pro-CID99-IDT02sS.html,Nowe,Wyszków - 03 kwietnia 2023
"Komputer i5-10600K 4.8 GHz 16GB RTX-2080, 512GB 1TB Win10 Pro 750Wat",3 900 zł,/d/oferta/komputer-i5-10600k-4-8-ghz-16gb-rtx-2080-512gb-1tb-win10-pro-750wat-CID99-IDSHGKQ.html,Nowe,"Warszawa, Mokotów - 17 marca 2023"
Komputer do gier I5 4x3.4Ghz/16GB/GTX1050Ti 4GB/SSD/HDD,930 zł,/d/oferta/komputer-do-gier-i5-4x3-4ghz-16gb-gtx1050ti-4gb-ssd-hdd-CID99-IDTbNaV.html,Używane,Łańcut - 16 marca 2023
ZASILACZ HP 361392/001 DL360 G4/G4p DPS-460BB B,50 zł,/d/oferta/zasilacz-hp-361392-001-dl360-g4-g4p-dps-460bb-b-CID99-IDKNoH0.html,Nowe,"Kraków, Grzegórzki - Dzisiaj o 10:30"
Lenovo ThinkCentre M90n-1 i5-8365U/512/Win10P,873 złdo negocjacji,/d/oferta/lenovo-thinkcentre-m90n-1-i5-8365u-512-win10p-CID99-IDRVCwa.html,Używane,"Warszawa, Mokotów - Dzisiaj o 10:29"
Komputer stacjonarny klasy Mini-PC INTEL NUC i3 7th gen.,1 100 zł,/d/oferta/komputer-stacjonarny-klasy-mini-pc-intel-nuc-i3-7th-gen-CID99-IDTYdFm.html,Używane,Ruś - Dzisiaj o 10:28
"Komputer stacjonarny DELL, Intel i3, 500Gb, WIFI, Monitor 24"", Kamera",420 zł,/d/oferta/komputer-stacjonarny-dell-intel-i3-500gb-wifi-monitor-24-kamera-CID99-IDSQrIt.html,Używane,"Łódź, Bałuty - Dzisiaj o 10:28"
"Komputer ryzen 5, rtx 2060 itp.",2 500 zł,/d/oferta/komputer-ryzen-5-rtx-2060-itp-CID99-IDOUzsD.html,Używane,"Białystok, Centrum - Dzisiaj o 10:26"
Komputer HP dx2300 monitor RELISYS,70 zł,/d/oferta/komputer-hp-dx2300-monitor-relisys-CID99-IDOIOTs.html,Używane,"Wrocław, Śródmieście - Dzisiaj o 10:24"
komputer do gier i3 10gen,1 500 złdo negocjacji,/d/oferta/komputer-do-gier-i3-10gen-CID99-IDT2K6c.html,Używane,Zielenice - Dzisiaj o 10:20
Komputer plus 2 głośniki i bufor ..,150 złdo negocjacji,/d/oferta/komputer-plus-2-glosniki-i-bufor-CID99-IDTmMbR.html,Używane,Radom - Dzisiaj o 10:19
"Mini Komputer Lenovo M72e Tiny NUC Core i5 3,6 Ghz x4",399 zł,/d/oferta/mini-komputer-lenovo-m72e-tiny-nuc-core-i5-3-6-ghz-x4-CID99-IDTYcXf.html,Używane,"Warszawa, Mokotów - Dzisiaj o 10:17"
"Komputer PC AMD Phenom II, 8GB RAM, SSD 120GB, WiFi",150 złdo negocjacji,/d/oferta/komputer-pc-amd-phenom-ii-8gb-ram-ssd-120gb-wifi-CID99-IDTtNUR.html,Używane,Toruń - Dzisiaj o 10:16
Zestaw sprzętu komputerowego laptopy i komputery stacjonarne,3 600 złdo negocjacji,/d/oferta/zestaw-sprzetu-komputerowego-laptopy-i-komputery-stacjonarne-CID99-IDTOStS.html,Używane,Kowale - 27 marca 2023
"MOCNY ! TANI !!! Komputer PC - GTX 1060 GAMING X i7-4770 SSD+HDD, 16GB",1 599 zł,/d/oferta/mocny-tani-komputer-pc-gtx-1060-gaming-x-i7-4770-ssd-hdd-16gb-CID99-IDTSGyK.html,Używane,"Katowice, Koszutka - 30 marca 2023"
"Komputer i7 8700, MSI Z370M, SSD M.2 NVMe, HDD, 16GB, W11",2 500 zł,/d/oferta/komputer-i7-8700-msi-z370m-ssd-m-2-nvme-hdd-16gb-w11-CID99-IDHTlVJ.html,Używane,Sandomierz - 21 marca 2023
PC Dom-Biuro /i5-3470/8GB/120GB SSD/500GB HDD [307],379 zł,/d/oferta/pc-dom-biuro-i5-3470-8gb-120gb-ssd-500gb-hdd-307-CID99-IDSS5ez.html,Używane,"Łódź, Polesie - Dzisiaj o 10:15"
PC Dom-Biuro /i5-3470/8GB/120GB SSD/500GB HDD [308],379 zł,/d/oferta/pc-dom-biuro-i5-3470-8gb-120gb-ssd-500gb-hdd-308-CID99-IDSS5WQ.html,Używane,"Łódź, Polesie - Dzisiaj o 10:15"
"PC Fujitsu, stabilny ESPRIMO P410 E85 G2120 [F1_JP]",89 zł,/d/oferta/pc-fujitsu-stabilny-esprimo-p410-e85-g2120-f1-jp-CID99-IDSRnzW.html,Używane,"Łódź, Polesie - Dzisiaj o 10:13"
"Komputer stacjonarny Fujitsu W280, 8GB Ramu, GT 630 2GB",430 zł,/d/oferta/komputer-stacjonarny-fujitsu-w280-8gb-ramu-gt-630-2gb-CID99-IDSN2X9.html,Uszkodzone,Opole - Dzisiaj o 10:13
Komputer stacjonarny     Intel i5; 8GB; nagrywarka,650 złdo negocjacji,/d/oferta/komputer-stacjonarny-intel-i5-8gb-nagrywarka-CID99-IDPWKXY.html,Używane,Piotrków Trybunalski - Dzisiaj o 10:13
Płyta główna Intel,40 zł,/d/oferta/plyta-glowna-intel-CID99-IDT3yz7.html,Używane,Brzeg - Dzisiaj o 10:12
PC Dom-Biuro /i5-4440/8GB/120GB SSD/ 500GB HDD [PC303],369 zł,/d/oferta/pc-dom-biuro-i5-4440-8gb-120gb-ssd-500gb-hdd-pc303-CID99-IDSRbVo.html,Używane,"Łódź, Polesie - Dzisiaj o 10:11"
Kompuer Dell 3070 i5-9500T 8GB/SSD 256GB/GW Producenta 36MC/Wys!,1 450 zł,/d/oferta/kompuer-dell-3070-i5-9500t-8gb-ssd-256gb-gw-producenta-36mc-wys-CID99-IDRH0Bi.html,Używane,Pustkowo - Dzisiaj o 10:11
Płyta główna Asus s939 + osprzęt,40 zł,/d/oferta/plyta-glowna-asus-s939-osprzet-CID99-IDTtNoh.html,Używane,Zaniemyśl - Dzisiaj o 10:10
Komputer Stacjonarny Gamingowy GTX faktura OKAZJA!,1 499 złdo negocjacji,/d/oferta/komputer-stacjonarny-gamingowy-gtx-faktura-okazja-CID99-IDTYcyf.html,Używane,"Warszawa, Bemowo - Dzisiaj o 10:09"
Komputer do gier i7 + GTX 1080ti,2 280 złdo negocjacji,/d/oferta/komputer-do-gier-i7-gtx-1080ti-CID99-IDTIi7E.html,Używane,"Kraków, Stare Miasto - 04 kwietnia 2023"
iMac 5K - stan idealny - Apple iMac 5K i7 Radeon R9 M295X 16GB 1TB,4 999 złdo negocjacji,/d/oferta/imac-5k-stan-idealny-apple-imac-5k-i7-radeon-r9-m295x-16gb-1tb-CID99-IDS4QKX.html,Używane,"Poznań, Górczyn - Odświeżono dnia 04 kwietnia 2023"
komputer i9-9900k,4 000 zł,/d/oferta/komputer-i9-9900k-CID99-IDTQsvp.html,Używane,Świdnica - 28 marca 2023
Komputer Gamingowy Ryzen 5 5600/RTX 3060Ti Trio/32GB/2TB SSD GW!,4 899 zł,/d/oferta/komputer-gamingowy-ryzen-5-5600-rtx-3060ti-trio-32gb-2tb-ssd-gw-CID99-IDTYcrO.html,Używane,Wrzosowa - Dzisiaj o 10:08
Komputer stacjonarny,325 złdo negocjacji,/d/oferta/komputer-stacjonarny-CID99-IDTHmCg.html,Używane,Lipnica Wielka - Dzisiaj o 10:06
Komputer Dom-Biuro /i5-3470/8GB/128GB SSD/1 TB HDD/Win10 [PC206],349 zł,/d/oferta/komputer-dom-biuro-i5-3470-8gb-128gb-ssd-1-tb-hdd-win10-pc206-CID99-IDStpHt.html,Używane,"Łódź, Polesie - Dzisiaj o 10:05"
Używany komputer stacjonarny (PC) – markowe części,400 złdo negocjacji,/d/oferta/uzywany-komputer-stacjonarny-pc-markowe-czesci-CID99-IDIXgNP.html,Używane,"Warszawa, Wola - Dzisiaj o 10:03"
Komputer stacjonarny Ryzen 5 1600AF + GeForce RTX 3060,4 000 zł,/d/oferta/komputer-stacjonarny-ryzen-5-1600af-geforce-rtx-3060-CID99-IDTWI7R.html,Używane,Nysa - Odświeżono Dzisiaj o 10:03
Komputer hp pro 3520,500 złdo negocjacji,/d/oferta/komputer-hp-pro-3520-CID99-IDTYc7f.html,Używane,Lublin - Dzisiaj o 10:02
"Komputer stacjonarny do gier: i5-8600K, 32GB RAM, RTX 2080 SUPER",3 699 zł,/d/oferta/komputer-stacjonarny-do-gier-i5-8600k-32gb-ram-rtx-2080-super-CID99-IDTFCXJ.html,Używane,Siemianowice Śląskie - Odświeżono Dzisiaj o 10:01
Sprzedam komputer POS ELZAB P30+,4 200 złdo negocjacji,/d/oferta/sprzedam-komputer-pos-elzab-p30-CID99-IDQc8c6.html,Używane,Toruń - Dzisiaj o 10:01
"Komputer NTT WA961M All in one 22""i5 8gb bez dysku",340 złdo negocjacji,/d/oferta/komputer-ntt-wa961m-all-in-one-22-i5-8gb-bez-dysku-CID99-IDTypiu.html,Używane,Busko-Zdrój - Dzisiaj o 10:00
Nowy Komputer i5-10gen 16GB DDR4 512SSD NVME RTX 3060 W11 FV23%,3 849 zł,/d/oferta/nowy-komputer-i5-10gen-16gb-ddr4-512ssd-nvme-rtx-3060-w11-fv23-CID99-IDNUfz7.html,Nowe,Koszalin - Dzisiaj o 10:00
Komputer Do Gier CORE i5 / GTX 1060 / 8GB RAM / SSD / 500GB / RGB,1 399 zł,/d/oferta/komputer-do-gier-core-i5-gtx-1060-8gb-ram-ssd-500gb-rgb-CID99-IDTG7xL.html,Nowe,"Warszawa, Mokotów - 03 kwietnia 2023"
